key,class_id,weapon_id,level,scenario,scenario_label,playable,attack_mode,archetype,axis,final_mechanic,playstyle,strengths,weaknesses,stat_delta,solo_dpm,crowd_10_total_dpm,crowd_10_per_target_dpm,hp,defense,dodge,absorb_flat,conditional_shield_capacity,regeneration_per_second,lifesteal_per_second,mitigation,ehp,ttd_seconds,conditional_defense_factor,pickup_radius,move_speed,healing_multiplier,xp_multiplier,money_multiplier,start_gold,ult_start_charge,death_save,solo_delta_abs,solo_delta_pct,crowd_delta_abs,crowd_delta_pct,ehp_delta_abs,ehp_delta_pct,ttd_delta_abs,ttd_delta_pct,atlas_delta,measurement_method,runs,solo_variance_dpm2,crowd_variance_dpm2
"engineer|engineer_repair_drone|1|class_atlas50","engineer","engineer_repair_drone","1.0","class_atlas50","Full class + legal Guild Atlas 50","true","engineer_orbit_drone","summon","defense","drone_excess_repair_shield","owner repair tether and capped excess shield","control/defensive utility; owner repair tether and capped excess shield","Conditional control/guard value is not converted into permanent shield HP.","{}","7890.64","29059.32","2905.93","56.4","0.1213","0.0648","0.73","20.0","0.15","0.0","0.2382","74.03","5.12","1.2","207.0","313.0","0.979","1.058","1.352","50.0","1.0","true","4920.04","165.62","19292.52","197.53","0.0","0.0","2.73","114.23","pickup_radius +60.00; ttd_seconds +2.73; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"engineer|engineer_pressure_mines|1|class_atlas50","engineer","engineer_pressure_mines","1.0","class_atlas50","Full class + legal Guild Atlas 50","true","engineer_pressure_mines","aoe","crowd","mine_adjacency_chain","spaced triggers and capped chain detonation","compact-pack throughput; spaced triggers and capped chain detonation","Compact-pack strength does not imply equal boss pressure.","{}","4597.46","26775.83","2677.58","56.4","0.1213","0.0648","0.73","0.0","0.15","0.0","0.2382","74.03","5.12","1.0","207.0","313.0","0.979","1.058","1.352","50.0","1.0","true","1664.66","56.76","15879.83","145.74","0.0","0.0","2.73","114.23","pickup_radius +60.00; ttd_seconds +2.73; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"engineer|engineer_sentry_wrench|1|class_atlas59_upper","engineer","engineer_sentry_wrench","1.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","engineer_sentry_link","summon","solo","sentry_marked_target_overclock","owned turret with marked-target overclock","durable-target pressure; owned turret with marked-target overclock","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{}","29841.49","78441.62","7844.16","56.4","0.1213","0.0648","0.73","0.0","0.15","0.0","0.2382","74.03","5.12","1.0","207.0","313.0","0.979","1.058","1.352","150.0","1.0","true","26595.49","819.33","67779.62","635.71","0.0","0.0","2.73","114.23","pickup_radius +60.00; ttd_seconds +2.73; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"engineer|engineer_repair_drone|1|class_atlas59_upper","engineer","engineer_repair_drone","1.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","engineer_orbit_drone","summon","defense","drone_excess_repair_shield","owner repair tether and capped excess shield","control/defensive utility; owner repair tether and capped excess shield","Conditional control/guard value is not converted into permanent shield HP.","{}","7890.64","29059.32","2905.93","56.4","0.1213","0.0648","0.73","20.0","0.15","0.0","0.2382","74.03","5.12","1.2","207.0","313.0","0.979","1.058","1.352","150.0","1.0","true","4920.04","165.62","19292.52","197.53","0.0","0.0","2.73","114.23","pickup_radius +60.00; ttd_seconds +2.73; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"engineer|engineer_pressure_mines|1|class_atlas59_upper","engineer","engineer_pressure_mines","1.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","engineer_pressure_mines","aoe","crowd","mine_adjacency_chain","spaced triggers and capped chain detonation","compact-pack throughput; spaced triggers and capped chain detonation","Compact-pack strength does not imply equal boss pressure.","{}","4597.46","26775.83","2677.58","56.4","0.1213","0.0648","0.73","0.0","0.15","0.0","0.2382","74.03","5.12","1.0","207.0","313.0","0.979","1.058","1.352","150.0","1.0","true","1664.66","56.76","15879.83","145.74","0.0","0.0","2.73","114.23","pickup_radius +60.00; ttd_seconds +2.73; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"engineer|engineer_sentry_wrench|20|no_meta","engineer","engineer_sentry_wrench","20.0","no_meta","No meta control","true","engineer_sentry_link","summon","solo","sentry_marked_target_overclock","owned turret with marked-target overclock","durable-target pressure; owned turret with marked-target overclock","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{""agility"":6.0,""strength"":13.0}","17694.0","58258.8","5825.88","56.4","0.1213","0.1002","0.73","0.0","0.1","0.0","0.267","76.94","2.49","1.0","147.0","339.78","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"engineer|engineer_repair_drone|20|no_meta","engineer","engineer_repair_drone","20.0","no_meta","No meta control","true","engineer_orbit_drone","summon","defense","drone_excess_repair_shield","owner repair tether and capped excess shield","control/defensive utility; owner repair tether and capped excess shield","Conditional control/guard value is not converted into permanent shield HP.","{""agility"":6.0,""strength"":13.0}","10552.2","34698.6","3469.86","56.4","0.1213","0.1002","0.73","0.0","0.1","0.0","0.267","76.94","2.49","1.0","147.0","339.78","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"engineer|engineer_pressure_mines|20|no_meta","engineer","engineer_pressure_mines","20.0","no_meta","No meta control","true","engineer_pressure_mines","aoe","crowd","mine_adjacency_chain","spaced triggers and capped chain detonation","compact-pack throughput; spaced triggers and capped chain detonation","Compact-pack strength does not imply equal boss pressure.","{""agility"":6.0,""strength"":13.0}","16588.2","61632.6","6163.26","56.4","0.1213","0.1002","0.73","0.0","0.1","0.0","0.267","76.94","2.49","1.0","147.0","339.78","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"engineer|engineer_sentry_wrench|20|class_constellation","engineer","engineer_sentry_wrench","20.0","class_constellation","Full class constellation (schema 6)","true","engineer_sentry_link","summon","solo","sentry_marked_target_overclock","owned turret with marked-target overclock","durable-target pressure; owned turret with marked-target overclock","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{""agility"":6.0,""strength"":13.0}","70661.93","186166.86","18616.69","56.4","0.1213","0.1002","0.73","0.0","0.1","0.0","0.267","76.94","2.49","1.0","147.0","339.78","0.68","0.8","0.8","0.0","0.0","false","52967.93","299.36","127908.06","219.55","0.0","0.0","0.0","0.0","n/a","deterministic_formula_plus_live_scene_probe","3.0","636468.88","1292632.56"
"engineer|engineer_repair_drone|20|class_constellation","engineer","engineer_repair_drone","20.0","class_constellation","Full class constellation (schema 6)","true","engineer_orbit_drone","summon","defense","drone_excess_repair_shield","owner repair tether and capped excess shield","control/defensive utility; owner repair tether and capped excess shield","Conditional control/guard value is not converted into permanent shield HP.","{""agility"":6.0,""strength"":13.0}","17764.54","65423.23","6542.32","56.4","0.1213","0.1002","0.73","20.0","0.1","0.0","0.267","76.94","2.49","1.2","147.0","339.78","0.68","0.8","0.8","0.0","0.0","false","7212.34","68.35","30724.63","88.55","0.0","0.0","0.0","0.0","n/a","deterministic_formula_plus_live_scene_probe","3.0","76369.32","2336587.39"
"engineer|engineer_pressure_mines|20|class_constellation","engineer","engineer_pressure_mines","20.0","class_constellation","Full class constellation (schema 6)","true","engineer_pressure_mines","aoe","crowd","mine_adjacency_chain","spaced triggers and capped chain detonation","compact-pack throughput; spaced triggers and capped chain detonation","Compact-pack strength does not imply equal boss pressure.","{""agility"":6.0,""strength"":13.0}","21843.34","127222.01","12722.2","56.4","0.1213","0.1002","0.73","0.0","0.1","0.0","0.267","76.94","2.49","1.0","147.0","339.78","0.68","0.8","0.8","0.0","0.0","false","5255.14","31.68","65589.41","106.42","0.0","0.0","0.0","0.0","n/a","deterministic_formula_plus_live_scene_probe","3.0","128.14","2936174614.79"
"engineer|engineer_sentry_wrench|20|class_atlas50","engineer","engineer_sentry_wrench","20.0","class_atlas50","Full class + legal Guild Atlas 50","true","engineer_sentry_link","summon","solo","sentry_marked_target_overclock","owned turret with marked-target overclock","durable-target pressure; owned turret with marked-target overclock","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{""agility"":6.0,""strength"":13.0}","70661.93","186166.86","18616.69","56.4","0.1213","0.1002","0.73","0.0","0.15","0.0","0.267","76.94","5.24","1.0","207.0","339.78","0.979","1.058","1.352","50.0","1.0","true","52967.93","299.36","127908.06","219.55","0.0","0.0","2.75","110.44","pickup_radius +60.00; ttd_seconds +2.75; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"engineer|engineer_repair_drone|20|class_atlas50","engineer","engineer_repair_drone","20.0","class_atlas50","Full class + legal Guild Atlas 50","true","engineer_orbit_drone","summon","defense","drone_excess_repair_shield","owner repair tether and capped excess shield","control/defensive utility; owner repair tether and capped excess shield","Conditional control/guard value is not converted into permanent shield HP.","{""agility"":6.0,""strength"":13.0}","17764.54","65423.23","6542.32","56.4","0.1213","0.1002","0.73","20.0","0.15","0.0","0.267","76.94","5.24","1.2","207.0","339.78","0.979","1.058","1.352","50.0","1.0","true","7212.34","68.35","30724.63","88.55","0.0","0.0","2.75","110.44","pickup_radius +60.00; ttd_seconds +2.75; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"engineer|engineer_pressure_mines|20|class_atlas50","engineer","engineer_pressure_mines","20.0","class_atlas50","Full class + legal Guild Atlas 50","true","engineer_pressure_mines","aoe","crowd","mine_adjacency_chain","spaced triggers and capped chain detonation","compact-pack throughput; spaced triggers and capped chain detonation","Compact-pack strength does not imply equal boss pressure.","{""agility"":6.0,""strength"":13.0}","21843.34","127222.01","12722.2","56.4","0.1213","0.1002","0.73","0.0","0.15","0.0","0.267","76.94","5.24","1.0","207.0","339.78","0.979","1.058","1.352","50.0","1.0","true","5255.14","31.68","65589.41","106.42","0.0","0.0","2.75","110.44","pickup_radius +60.00; ttd_seconds +2.75; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"engineer|engineer_sentry_wrench|20|class_atlas59_upper","engineer","engineer_sentry_wrench","20.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","engineer_sentry_link","summon","solo","sentry_marked_target_overclock","owned turret with marked-target overclock","durable-target pressure; owned turret with marked-target overclock","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{""agility"":6.0,""strength"":13.0}","70661.93","186166.86","18616.69","56.4","0.1213","0.1002","0.73","0.0","0.15","0.0","0.267","76.94","5.24","1.0","207.0","339.78","0.979","1.058","1.352","150.0","1.0","true","52967.93","299.36","127908.06","219.55","0.0","0.0","2.75","110.44","pickup_radius +60.00; ttd_seconds +2.75; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"engineer|engineer_repair_drone|20|class_atlas59_upper","engineer","engineer_repair_drone","20.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","engineer_orbit_drone","summon","defense","drone_excess_repair_shield","owner repair tether and capped excess shield","control/defensive utility; owner repair tether and capped excess shield","Conditional control/guard value is not converted into permanent shield HP.","{""agility"":6.0,""strength"":13.0}","17764.54","65423.23","6542.32","56.4","0.1213","0.1002","0.73","20.0","0.15","0.0","0.267","76.94","5.24","1.2","207.0","339.78","0.979","1.058","1.352","150.0","1.0","true","7212.34","68.35","30724.63","88.55","0.0","0.0","2.75","110.44","pickup_radius +60.00; ttd_seconds +2.75; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"engineer|engineer_pressure_mines|20|class_atlas59_upper","engineer","engineer_pressure_mines","20.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","engineer_pressure_mines","aoe","crowd","mine_adjacency_chain","spaced triggers and capped chain detonation","compact-pack throughput; spaced triggers and capped chain detonation","Compact-pack strength does not imply equal boss pressure.","{""agility"":6.0,""strength"":13.0}","21843.34","127222.01","12722.2","56.4","0.1213","0.1002","0.73","0.0","0.15","0.0","0.267","76.94","5.24","1.0","207.0","339.78","0.979","1.058","1.352","150.0","1.0","true","5255.14","31.68","65589.41","106.42","0.0","0.0","2.75","110.44","pickup_radius +60.00; ttd_seconds +2.75; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"dark_mage|dark_book|1|no_meta","dark_mage","dark_book","1.0","no_meta","No meta control","true","dark_mirror_blast","projectile","aoe","book_mirror_midpoint_collapse","mirrored blasts and midpoint geometry","area coverage; mirrored blasts and midpoint geometry","Compact-pack strength does not imply equal boss pressure.","{}","1041.0","6363.0","636.3","34.8","0.0894","0.0473","0.43","0.0","0.1","0.0","0.1704","41.95","1.36","1.0","140.0","300.6","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"dark_mage|cursed_skull|1|no_meta","dark_mage","cursed_skull","1.0","no_meta","No meta control","true","skull_curse_burn","aoe","crowd","skull_death_curse_transfer","curse-only burn and death spread","compact-pack throughput; curse-only burn and death spread","Compact-pack strength does not imply equal boss pressure.","{}","1060.2","6546.6","654.66","34.8","0.0894","0.0473","0.43","0.0","0.1","0.0","0.1704","41.95","1.36","1.0","140.0","300.6","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"dark_mage|dark_wand|1|no_meta","dark_mage","dark_wand","1.0","no_meta","No meta control","true","dark_chain_burst","projectile","solo","wand_pierce_decay_echo","pierce chain with void decay","durable-target pressure; pierce chain with void decay","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{}","1040.4","6140.4","614.04","34.8","0.0894","0.0473","0.43","0.0","0.1","0.0","0.1704","41.95","1.36","1.0","140.0","300.6","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"dark_mage|dark_book|1|class_constellation","dark_mage","dark_book","1.0","class_constellation","Full class constellation (schema 6)","true","dark_mirror_blast","projectile","aoe","book_mirror_midpoint_collapse","mirrored blasts and midpoint geometry","area coverage; mirrored blasts and midpoint geometry","Compact-pack strength does not imply equal boss pressure.","{}","1929.12","18482.81","1848.28","34.8","0.0894","0.0473","0.43","0.0","0.1","0.0","0.1704","41.95","1.36","1.0","140.0","300.6","0.68","0.8","0.8","0.0","0.0","false","888.12","85.31","12119.81","190.47","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"dark_mage|cursed_skull|1|class_constellation","dark_mage","cursed_skull","1.0","class_constellation","Full class constellation (schema 6)","true","skull_curse_burn","aoe","crowd","skull_death_curse_transfer","curse-only burn and death spread","compact-pack throughput; curse-only burn and death spread","Compact-pack strength does not imply equal boss pressure.","{}","2586.06","23184.27","2318.43","34.8","0.0894","0.0473","0.43","0.0","0.1","0.0","0.1704","41.95","1.36","1.0","140.0","300.6","0.68","0.8","0.8","0.0","0.0","false","1525.86","143.92","16637.67","254.14","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"dark_mage|dark_wand|1|class_constellation","dark_mage","dark_wand","1.0","class_constellation","Full class constellation (schema 6)","true","dark_chain_burst","projectile","solo","wand_pierce_decay_echo","pierce chain with void decay","durable-target pressure; pierce chain with void decay","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{}","2739.24","12933.55","1293.36","34.8","0.0894","0.0473","0.43","0.0","0.1","0.0","0.1704","41.95","1.36","1.0","140.0","300.6","0.68","0.8","0.8","0.0","0.0","false","1698.84","163.29","6793.15","110.63","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"dark_mage|dark_book|1|class_atlas50","dark_mage","dark_book","1.0","class_atlas50","Full class + legal Guild Atlas 50","true","dark_mirror_blast","projectile","aoe","book_mirror_midpoint_collapse","mirrored blasts and midpoint geometry","area coverage; mirrored blasts and midpoint geometry","Compact-pack strength does not imply equal boss pressure.","{}","1929.12","18482.81","1848.28","34.8","0.0894","0.0473","0.43","0.0","0.15","0.0","0.1704","41.95","3.77","1.0","200.0","300.6","0.979","1.058","1.352","50.0","1.0","true","888.12","85.31","12119.81","190.47","0.0","0.0","2.41","177.21","pickup_radius +60.00; ttd_seconds +2.41; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"dark_mage|cursed_skull|1|class_atlas50","dark_mage","cursed_skull","1.0","class_atlas50","Full class + legal Guild Atlas 50","true","skull_curse_burn","aoe","crowd","skull_death_curse_transfer","curse-only burn and death spread","compact-pack throughput; curse-only burn and death spread","Compact-pack strength does not imply equal boss pressure.","{}","2586.06","23184.27","2318.43","34.8","0.0894","0.0473","0.43","0.0","0.15","0.0","0.1704","41.95","3.77","1.0","200.0","300.6","0.979","1.058","1.352","50.0","1.0","true","1525.86","143.92","16637.67","254.14","0.0","0.0","2.41","177.21","pickup_radius +60.00; ttd_seconds +2.41; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"dark_mage|dark_wand|1|class_atlas50","dark_mage","dark_wand","1.0","class_atlas50","Full class + legal Guild Atlas 50","true","dark_chain_burst","projectile","solo","wand_pierce_decay_echo","pierce chain with void decay","durable-target pressure; pierce chain with void decay","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{}","2739.24","12933.55","1293.36","34.8","0.0894","0.0473","0.43","0.0","0.15","0.0","0.1704","41.95","3.77","1.0","200.0","300.6","0.979","1.058","1.352","50.0","1.0","true","1698.84","163.29","6793.15","110.63","0.0","0.0","2.41","177.21","pickup_radius +60.00; ttd_seconds +2.41; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"dark_mage|dark_book|1|class_atlas59_upper","dark_mage","dark_book","1.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","dark_mirror_blast","projectile","aoe","book_mirror_midpoint_collapse","mirrored blasts and midpoint geometry","area coverage; mirrored blasts and midpoint geometry","Compact-pack strength does not imply equal boss pressure.","{}","1929.12","18482.81","1848.28","34.8","0.0894","0.0473","0.43","0.0","0.15","0.0","0.1704","41.95","3.77","1.0","200.0","300.6","0.979","1.058","1.352","150.0","1.0","true","888.12","85.31","12119.81","190.47","0.0","0.0","2.41","177.21","pickup_radius +60.00; ttd_seconds +2.41; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"dark_mage|cursed_skull|1|class_atlas59_upper","dark_mage","cursed_skull","1.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","skull_curse_burn","aoe","crowd","skull_death_curse_transfer","curse-only burn and death spread","compact-pack throughput; curse-only burn and death spread","Compact-pack strength does not imply equal boss pressure.","{}","2586.06","23184.27","2318.43","34.8","0.0894","0.0473","0.43","0.0","0.15","0.0","0.1704","41.95","3.77","1.0","200.0","300.6","0.979","1.058","1.352","150.0","1.0","true","1525.86","143.92","16637.67","254.14","0.0","0.0","2.41","177.21","pickup_radius +60.00; ttd_seconds +2.41; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"dark_mage|dark_wand|1|class_atlas59_upper","dark_mage","dark_wand","1.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","dark_chain_burst","projectile","solo","wand_pierce_decay_echo","pierce chain with void decay","durable-target pressure; pierce chain with void decay","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{}","2739.24","12933.55","1293.36","34.8","0.0894","0.0473","0.43","0.0","0.15","0.0","0.1704","41.95","3.77","1.0","200.0","300.6","0.979","1.058","1.352","150.0","1.0","true","1698.84","163.29","6793.15","110.63","0.0","0.0","2.41","177.21","pickup_radius +60.00; ttd_seconds +2.41; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"dark_mage|dark_book|20|no_meta","dark_mage","dark_book","20.0","no_meta","No meta control","true","dark_mirror_blast","projectile","aoe","book_mirror_midpoint_collapse","mirrored blasts and midpoint geometry","area coverage; mirrored blasts and midpoint geometry","Compact-pack strength does not imply equal boss pressure.","{""agility"":15.0,""intelligence"":4.0}","5668.2","34639.8","3463.98","34.8","0.0894","0.1464","0.43","0.0","0.1","0.0","0.2567","46.82","1.51","1.0","140.0","378.72","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"dark_mage|cursed_skull|20|no_meta","dark_mage","cursed_skull","20.0","no_meta","No meta control","true","skull_curse_burn","aoe","crowd","skull_death_curse_transfer","curse-only burn and death spread","compact-pack throughput; curse-only burn and death spread","Compact-pack strength does not imply equal boss pressure.","{""agility"":15.0,""intelligence"":4.0}","4472.4","27617.4","2761.74","34.8","0.0894","0.1464","0.43","0.0","0.1","0.0","0.2567","46.82","1.51","1.0","140.0","378.72","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"dark_mage|dark_wand|20|no_meta","dark_mage","dark_wand","20.0","no_meta","No meta control","true","dark_chain_burst","projectile","solo","wand_pierce_decay_echo","pierce chain with void decay","durable-target pressure; pierce chain with void decay","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{""agility"":15.0,""intelligence"":4.0}","5665.8","33429.0","3342.9","34.8","0.0894","0.1464","0.43","0.0","0.1","0.0","0.2567","46.82","1.51","1.0","140.0","378.72","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"dark_mage|dark_book|20|class_constellation","dark_mage","dark_book","20.0","class_constellation","Full class constellation (schema 6)","true","dark_mirror_blast","projectile","aoe","book_mirror_midpoint_collapse","mirrored blasts and midpoint geometry","area coverage; mirrored blasts and midpoint geometry","Compact-pack strength does not imply equal boss pressure.","{""agility"":15.0,""intelligence"":4.0}","9585.74","91832.45","9183.25","34.8","0.0894","0.1464","0.43","0.0","0.1","0.0","0.2567","46.82","1.51","1.0","140.0","378.72","0.68","0.8","0.8","0.0","0.0","false","3917.54","69.11","57192.65","165.11","0.0","0.0","0.0","0.0","n/a","deterministic_formula_plus_live_scene_probe","3.0","4871687.7","26948557.44"
"dark_mage|cursed_skull|20|class_constellation","dark_mage","cursed_skull","20.0","class_constellation","Full class constellation (schema 6)","true","skull_curse_burn","aoe","crowd","skull_death_curse_transfer","curse-only burn and death spread","compact-pack throughput; curse-only burn and death spread","Compact-pack strength does not imply equal boss pressure.","{""agility"":15.0,""intelligence"":4.0}","9605.01","86093.44","8609.34","34.8","0.0894","0.1464","0.43","0.0","0.1","0.0","0.2567","46.82","1.51","1.0","140.0","378.72","0.68","0.8","0.8","0.0","0.0","false","5132.61","114.76","58476.04","211.74","0.0","0.0","0.0","0.0","n/a","deterministic_formula_plus_live_scene_probe","3.0","1066.68","336.36"
"dark_mage|dark_wand|20|class_constellation","dark_mage","dark_wand","20.0","class_constellation","Full class constellation (schema 6)","true","dark_chain_burst","projectile","solo","wand_pierce_decay_echo","pierce chain with void decay","durable-target pressure; pierce chain with void decay","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{""agility"":15.0,""intelligence"":4.0}","13576.45","64092.93","6409.29","34.8","0.0894","0.1464","0.43","0.0","0.1","0.0","0.2567","46.82","1.51","1.0","140.0","378.72","0.68","0.8","0.8","0.0","0.0","false","7910.65","139.62","30663.93","91.73","0.0","0.0","0.0","0.0","n/a","deterministic_formula_plus_live_scene_probe","3.0","1965015.2","218330471.52"
"dark_mage|dark_book|20|class_atlas50","dark_mage","dark_book","20.0","class_atlas50","Full class + legal Guild Atlas 50","true","dark_mirror_blast","projectile","aoe","book_mirror_midpoint_collapse","mirrored blasts and midpoint geometry","area coverage; mirrored blasts and midpoint geometry","Compact-pack strength does not imply equal boss pressure.","{""agility"":15.0,""intelligence"":4.0}","9585.74","91832.45","9183.25","34.8","0.0894","0.1464","0.43","0.0","0.15","0.0","0.2567","46.82","3.97","1.0","200.0","378.72","0.979","1.058","1.352","50.0","1.0","true","3917.54","69.11","57192.65","165.11","0.0","0.0","2.46","162.91","pickup_radius +60.00; ttd_seconds +2.46; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"dark_mage|cursed_skull|20|class_atlas50","dark_mage","cursed_skull","20.0","class_atlas50","Full class + legal Guild Atlas 50","true","skull_curse_burn","aoe","crowd","skull_death_curse_transfer","curse-only burn and death spread","compact-pack throughput; curse-only burn and death spread","Compact-pack strength does not imply equal boss pressure.","{""agility"":15.0,""intelligence"":4.0}","9605.01","86093.44","8609.34","34.8","0.0894","0.1464","0.43","0.0","0.15","0.0","0.2567","46.82","3.97","1.0","200.0","378.72","0.979","1.058","1.352","50.0","1.0","true","5132.61","114.76","58476.04","211.74","0.0","0.0","2.46","162.91","pickup_radius +60.00; ttd_seconds +2.46; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"dark_mage|dark_wand|20|class_atlas50","dark_mage","dark_wand","20.0","class_atlas50","Full class + legal Guild Atlas 50","true","dark_chain_burst","projectile","solo","wand_pierce_decay_echo","pierce chain with void decay","durable-target pressure; pierce chain with void decay","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{""agility"":15.0,""intelligence"":4.0}","13576.45","64092.93","6409.29","34.8","0.0894","0.1464","0.43","0.0","0.15","0.0","0.2567","46.82","3.97","1.0","200.0","378.72","0.979","1.058","1.352","50.0","1.0","true","7910.65","139.62","30663.93","91.73","0.0","0.0","2.46","162.91","pickup_radius +60.00; ttd_seconds +2.46; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
